e1,r,e2
4073,author_write_paper,2783
15069,author_write_paper,5826
2127,paper_cite_paper,9794
2421,author_write_paper,13662
7306,author_write_paper,10114
7729,author_in_affiliation,854
9041,paper_in_domain,2598
11329,paper_in_domain,1930
4481,paper_cite_paper,4686
7138,author_write_paper,7422
10263,paper_in_domain,508
4391,paper_in_domain,2617
7603,paper_cite_paper,4440
15013,author_write_paper,12493
8293,paper_cite_paper,12700
14042,paper_in_domain,1301
5382,author_in_affiliation,2662
15136,author_in_affiliation,1645
9452,paper_in_domain,2444
7300,paper_cite_paper,8108
6639,paper_in_domain,389
12157,author_write_paper,5331
7865,author_write_paper,6574
14061,paper_cite_paper,9492
13963,paper_in_domain,1797
13378,author_write_paper,14711
13863,author_in_affiliation,2409
8458,author_in_affiliation,2461
8718,author_in_affiliation,564
12010,author_in_affiliation,4225
8277,author_in_affiliation,2204
11570,paper_in_domain,1777
9550,paper_in_venue,4109
7772,paper_cite_paper,5776
15109,author_in_affiliation,1017
13386,paper_in_domain,790
7483,paper_in_domain,2905
856,paper_in_venue,4119
12292,author_in_affiliation,2319
1145,author_in_affiliation,4225
6028,paper_in_venue,4108
15462,author_in_affiliation,1151
9283,paper_in_domain,508
8304,author_in_affiliation,850
9176,paper_in_domain,1930
11822,paper_in_domain,1286
9543,paper_in_domain,389
8519,paper_in_domain,187
14353,paper_in_domain,915
13822,paper_in_domain,782
6358,author_in_affiliation,2289
12162,author_write_paper,7776
15093,author_write_paper,4333
13458,author_in_affiliation,4225
14235,paper_in_venue,4124
7258,author_in_affiliation,982
2783,paper_in_venue,4124
960,paper_in_domain,1744
9054,paper_cite_paper,12397
6051,author_write_paper,7067
8320,paper_in_domain,1930
8435,paper_in_venue,4097
7519,paper_in_domain,4
9843,paper_cite_paper,4413
8340,paper_in_domain,2649
13980,paper_in_domain,2474
15366,author_write_paper,12880
3582,author_write_paper,12016
12093,paper_in_domain,466
6554,paper_in_domain,508
14510,author_write_paper,12054
10872,author_write_paper,8488
3408,author_write_paper,5653
576,paper_in_domain,2747
7826,author_write_paper,11492
11530,paper_in_domain,1127
7215,paper_in_domain,153
9965,paper_in_domain,1068
15580,author_write_paper,9374
11956,paper_in_domain,1856
16296,author_write_paper,6605
10035,paper_in_domain,950
9001,author_in_affiliation,2357
12067,paper_in_domain,2225
6465,paper_in_domain,2087
9594,paper_in_domain,2599
12000,paper_in_domain,1291
6204,paper_in_domain,1793
12273,paper_in_domain,1478
14086,paper_in_domain,508
7837,paper_in_domain,1930
5318,paper_in_domain,1227
4725,paper_in_domain,1856
11095,paper_cite_paper,6810
5206,paper_in_domain,387
15756,author_in_affiliation,842
14141,paper_in_domain,939
14510,author_write_paper,8045
8296,paper_in_domain,919
15089,author_write_paper,10561
8399,author_in_affiliation,91
4969,paper_in_venue,4125
7410,paper_in_domain,539
8060,paper_cite_paper,350
4719,paper_in_domain,1286
2215,paper_in_venue,4123
13462,author_in_affiliation,4225
11537,paper_in_domain,2689
15372,author_write_paper,11998
4571,paper_cite_paper,4565
11758,paper_cite_paper,4735
4393,paper_in_venue,4119
12683,paper_in_domain,2322
3455,author_write_paper,6999
16085,author_write_paper,7610
16001,author_write_paper,14203
10529,paper_in_domain,443
8613,author_write_paper,13954
14635,paper_cite_paper,6422
11291,paper_in_venue,4088
6031,paper_in_domain,1344
5244,author_in_affiliation,2003
2548,paper_in_venue,4132
15025,author_write_paper,9025
7285,paper_cite_paper,4871
6205,paper_in_domain,1302
12652,author_write_paper,12029
8861,paper_in_domain,2442
5296,paper_in_domain,2228
8158,author_write_paper,5995
10311,author_write_paper,13872
4879,paper_in_domain,438
10259,paper_in_domain,2007
7040,paper_in_domain,2364
12598,paper_in_domain,2234
11138,author_write_paper,12594
9897,paper_in_domain,138
12906,paper_in_domain,1945
14884,paper_in_domain,974
11962,author_write_paper,5147
6374,paper_in_domain,2703
5549,paper_in_domain,193
14696,paper_in_domain,153
5579,paper_cite_paper,13644
5581,paper_cite_paper,9063
12364,author_write_paper,13240
14490,author_in_affiliation,2168
6274,paper_in_domain,2574
10601,author_write_paper,11165
8844,paper_in_venue,4123
10667,paper_in_venue,4088
5316,author_in_affiliation,4278
10719,paper_in_domain,2365
6291,author_write_paper,4944
7677,paper_in_domain,2747
8657,paper_cite_paper,11611
4595,paper_cite_paper,12312
13840,author_write_paper,7532
12611,author_in_affiliation,3106
9296,author_in_affiliation,1232
16147,author_in_affiliation,3092
7600,paper_cite_paper,13976
6302,author_write_paper,8346
7041,author_write_paper,13469
13826,paper_cite_paper,9484
5137,paper_cite_paper,225
2631,author_write_paper,13234
8695,paper_in_domain,438
5725,author_write_paper,8347
6468,author_write_paper,6164
10649,paper_in_domain,1930
11052,paper_cite_paper,7375
14745,author_write_paper,4647
3661,author_in_affiliation,3043
7245,paper_in_domain,13
589,paper_cite_paper,4373
13941,author_write_paper,9945
6993,author_write_paper,10563
12023,author_in_affiliation,1474
12705,author_write_paper,9204
13212,author_write_paper,13854
15355,author_write_paper,6148
7383,paper_cite_paper,4883
8721,paper_in_domain,2339
11012,paper_in_domain,2689
13012,paper_cite_paper,11634
13293,paper_in_venue,4088
10058,author_write_paper,10070
5579,paper_in_venue,4116
9946,paper_in_domain,508
14943,author_in_affiliation,1537
15604,author_write_paper,7190
5599,author_write_paper,13871
5823,paper_in_domain,153
3904,author_in_affiliation,1931
5318,paper_in_domain,1942
8296,paper_in_domain,824
15207,author_in_affiliation,1441
15544,author_write_paper,11379
8347,paper_in_domain,2087
9659,paper_in_domain,2612
12372,author_in_affiliation,982
5633,paper_cite_paper,13835
4316,paper_in_domain,1193
11429,paper_in_domain,770
10985,paper_in_domain,2087
3458,author_write_paper,4843
5525,author_write_paper,1614
10295,paper_cite_paper,12757
7465,paper_in_domain,877
5229,paper_in_domain,2683
9022,author_write_paper,4441
837,author_in_affiliation,3043
7801,author_write_paper,12799
13674,paper_cite_paper,5201
6693,paper_cite_paper,12233
8592,paper_in_domain,2733
8060,paper_in_domain,1302
10060,paper_in_domain,915
3251,author_in_affiliation,329
6605,paper_in_domain,1856
8981,paper_cite_paper,8598
1037,paper_in_venue,4124
11492,paper_cite_paper,1129
9199,paper_cite_paper,10720
13390,paper_cite_paper,12587
6145,paper_in_domain,162
9281,author_in_affiliation,2600
3874,author_write_paper,14293
5766,paper_in_domain,387
7212,paper_in_domain,153
9815,paper_in_domain,740
11261,author_in_affiliation,982
8150,paper_in_domain,1930
12697,paper_in_domain,1119
6990,author_write_paper,12912
15342,author_in_affiliation,1017
12220,paper_in_domain,610
7380,paper_in_domain,1669
4791,paper_in_domain,1597
6939,author_write_paper,7816
4690,paper_in_domain,3113
14535,author_in_affiliation,1452
7850,paper_in_domain,2435
8771,author_write_paper,5332
15690,author_write_paper,4410
10107,paper_in_venue,4088
1415,author_write_paper,10853
3678,author_in_affiliation,1331
9780,author_write_paper,7456
5539,author_write_paper,11236
5255,author_in_affiliation,1087
9059,paper_in_domain,2333
10131,author_write_paper,9449
6999,paper_in_venue,4107
13955,author_write_paper,12527
11582,author_write_paper,7427
8916,author_write_paper,4668
5883,paper_in_domain,2331
7933,paper_in_venue,4110
13536,paper_cite_paper,13471
14962,author_write_paper,8356
10877,paper_in_domain,89
13280,paper_in_domain,915
13695,author_write_paper,7541
10959,paper_in_domain,1935
10993,author_write_paper,6670
9492,paper_in_domain,2663
4740,paper_cite_paper,11070
6131,paper_in_domain,810
12977,author_write_paper,12269
5357,paper_in_domain,166
14517,paper_in_domain,2833
7416,author_write_paper,7193
13042,author_in_affiliation,1224
7586,author_write_paper,7699
5386,author_write_paper,10479
7210,author_write_paper,9624
11654,paper_in_domain,274
11745,paper_in_venue,4119
12112,paper_in_domain,95
8389,author_write_paper,12237
14776,paper_cite_paper,11402
3393,author_write_paper,12330
9534,paper_in_domain,934
1732,paper_in_venue,4119
8061,paper_in_domain,770
11081,author_in_affiliation,854
14212,paper_cite_paper,4705
8931,paper_in_domain,1199
7705,author_write_paper,7441
10216,paper_in_domain,2563
8457,paper_in_domain,4
13008,paper_cite_paper,9260
10267,author_write_paper,6178
8581,paper_in_domain,387
14212,paper_cite_paper,6969
15400,author_write_paper,6877
13060,author_in_affiliation,2487
8448,paper_cite_paper,4870
12434,author_write_paper,11388
13603,paper_in_domain,1325
8995,author_write_paper,6308
3210,author_write_paper,9265
10000,paper_in_domain,2138
13051,paper_in_domain,1738
14443,paper_in_domain,1930
12280,author_write_paper,14250
14922,author_write_paper,12101
16204,author_write_paper,13552
5001,author_write_paper,2284
11961,author_write_paper,13928
8519,paper_cite_paper,8385
7236,author_write_paper,7371
15459,author_write_paper,9150
1315,author_write_paper,4931
14901,author_in_affiliation,4264
13466,paper_in_domain,364
11492,paper_in_venue,4124
7410,paper_in_venue,4093
8479,paper_in_domain,1909
9687,paper_in_domain,994
10019,paper_in_venue,4119
2477,author_in_affiliation,91
5836,author_in_affiliation,4225
8514,paper_in_domain,73
5416,paper_in_domain,1013
8235,paper_in_domain,2795
9956,paper_in_venue,4123
12027,paper_in_venue,4126
9687,paper_in_domain,824
14611,paper_in_venue,4093
14418,paper_in_domain,664
7103,author_write_paper,4344
10252,author_write_paper,4839
7459,paper_in_domain,443
12208,author_write_paper,13207
5453,author_write_paper,12827
10403,paper_cite_paper,13340
10226,author_write_paper,5604
10306,author_in_affiliation,1031
5599,author_in_affiliation,2069
4876,paper_in_venue,4125
3929,author_in_affiliation,2003
7965,paper_cite_paper,12793
12310,paper_in_domain,790
7766,author_write_paper,14369
8612,author_write_paper,10070
10964,paper_in_domain,2675
1991,author_in_affiliation,4252
11798,paper_in_domain,987
13242,paper_cite_paper,8696
9730,author_write_paper,10179
13999,paper_in_domain,2961
15875,author_write_paper,13327
11119,author_in_affiliation,4278
7810,author_write_paper,9294
1111,author_write_paper,7755
7615,paper_in_domain,2970
4665,paper_in_domain,1755
4607,paper_cite_paper,12903
13403,paper_in_domain,2650
8878,paper_in_domain,2234
11756,paper_in_domain,2747
5179,author_in_affiliation,1232
9158,author_write_paper,13402
12149,author_write_paper,4661
3468,author_write_paper,9529
13778,paper_cite_paper,8913
2036,author_write_paper,7791
7241,author_write_paper,13902
1905,author_write_paper,7610
12308,paper_in_domain,1856
5222,author_in_affiliation,3092
8308,paper_cite_paper,9538
14144,paper_in_venue,4109
5913,paper_in_domain,2593
10881,paper_in_domain,610
7208,paper_cite_paper,7806
14312,author_in_affiliation,2292
12429,author_in_affiliation,1018
14648,paper_in_domain,1617
10186,paper_cite_paper,6008
11192,author_in_affiliation,1110
10717,author_write_paper,14470
14575,paper_in_domain,2440
3656,author_in_affiliation,4235
6855,paper_cite_paper,10317
8767,author_write_paper,9643
15166,author_write_paper,11181
11144,author_write_paper,9558
10569,paper_cite_paper,4740
13613,author_in_affiliation,1542
11184,author_write_paper,13988
15436,author_in_affiliation,2811
10183,paper_in_domain,2512
16173,author_write_paper,4844
12188,paper_cite_paper,14035
11588,paper_in_domain,153
8924,paper_in_domain,1935
12588,paper_in_domain,1638
11770,author_write_paper,6129
7410,paper_in_domain,2099
8592,paper_in_domain,425
12743,author_write_paper,8548
10464,author_write_paper,16002
12623,paper_in_domain,1856
11030,paper_cite_paper,11539
11783,author_in_affiliation,3094
11220,paper_cite_paper,10369
3542,author_write_paper,12367
13507,author_in_affiliation,4037
6524,author_write_paper,9478
13609,paper_cite_paper,3079
16034,paper_in_domain,1615
15305,author_write_paper,6246
4685,paper_cite_paper,9579
8303,paper_in_domain,2769
8316,author_in_affiliation,263
14191,paper_in_venue,4108
13644,paper_in_domain,193
13700,paper_cite_paper,4835
14314,paper_in_domain,824
11582,author_write_paper,11147
11065,paper_cite_paper,7458
8995,author_in_affiliation,4278
6891,paper_in_domain,153
5727,paper_in_domain,1039
12032,paper_in_venue,4097
7347,paper_in_domain,763
6177,author_write_paper,5172
8635,paper_in_domain,694
4913,author_in_affiliation,448
3957,author_in_affiliation,3104
10336,author_in_affiliation,1115
7823,paper_cite_paper,8210
3260,author_write_paper,5579
10076,paper_in_domain,1951
12382,author_in_affiliation,1099
11286,paper_in_domain,919
12189,paper_in_venue,4088
6081,paper_in_domain,1464
6352,paper_in_domain,2975
8214,paper_in_domain,1179
15435,paper_in_domain,26
14703,author_write_paper,14015
7805,paper_cite_paper,7965
11052,paper_in_venue,4110
13067,author_write_paper,10356
14479,paper_in_domain,1755
8592,paper_in_venue,4123
5997,paper_in_domain,508
12546,paper_in_venue,4113
10843,author_write_paper,5944
9739,paper_in_domain,2342
12224,paper_in_domain,790
7261,author_in_affiliation,1452
10628,paper_in_venue,4113
6667,author_write_paper,13046
13114,paper_in_domain,1476
9868,author_in_affiliation,1474
4596,paper_in_venue,4119
13257,paper_cite_paper,4956
2968,author_write_paper,4978
11651,author_write_paper,12799
13993,author_in_affiliation,3106
3211,author_in_affiliation,3204
4789,paper_in_domain,356
7761,paper_in_domain,2414
14547,paper_cite_paper,13328
12107,paper_in_domain,2543
6156,author_write_paper,4603
8408,paper_in_domain,2128
7442,author_write_paper,14814
8768,author_in_affiliation,287
9787,author_write_paper,7075
12043,paper_in_domain,939
7798,author_write_paper,14767
11262,paper_cite_paper,10259
7892,paper_cite_paper,8053
6090,author_in_affiliation,1099
5437,author_write_paper,5786
10479,paper_in_domain,177
13662,paper_in_domain,1478
11242,author_in_affiliation,323
4655,paper_in_domain,327
13353,paper_in_domain,1572
14406,paper_in_domain,508
5526,author_write_paper,14040
3429,author_in_affiliation,1017
2782,paper_cite_paper,11076
13578,author_write_paper,14155
8800,paper_cite_paper,14334
7653,author_in_affiliation,1394
4819,paper_in_domain,1639
5009,paper_in_venue,4134
6773,author_write_paper,13201
11200,paper_cite_paper,5326
6396,paper_in_venue,4097
12950,paper_in_venue,4119
16233,author_write_paper,16002
8490,author_write_paper,1761
11306,paper_in_domain,1190
289,paper_cite_paper,11596
6794,paper_in_domain,312
3270,author_in_affiliation,22
12022,paper_in_domain,2478
5734,author_write_paper,7708
4483,paper_in_domain,364
4668,paper_in_domain,1856
11374,paper_cite_paper,8935
13143,paper_cite_paper,10060
6908,paper_cite_paper,13625
7204,paper_in_domain,1716
4369,paper_in_domain,1646
9432,author_in_affiliation,4260
11429,paper_in_domain,2333
9099,paper_cite_paper,4565
16073,author_write_paper,8864
4805,author_write_paper,14517
5962,paper_cite_paper,6891
14676,paper_cite_paper,7685
12911,paper_cite_paper,10255
7174,paper_in_domain,1478
2896,author_in_affiliation,1232
2006,author_in_affiliation,579
10064,paper_in_venue,4119
12885,paper_cite_paper,13946
12633,paper_in_domain,128
8702,paper_in_venue,4119
5278,paper_in_domain,1190
4836,paper_in_domain,1255
16221,author_write_paper,10350
